indice,nombre,categoria,alcohol (etanol),"energía, total","grasa, total (lipidos totales)","proteina, total",agua (humedad),"fibra, dietetica total",carbohidratos,ácido graso 22:6 n-3 (ácido docosahexaenóico),"ácidos grasos, monoinsaturados totales","ácidos grasos, poliinsaturados totales",ácidos grasos saturados totales,ácido graso 12:0 (láurico),ácido graso 14:0 (ácido mirístico),ácido graso 16:0 (ácido palmítico),ácido graso 18:0 (ácido esteárico),ácido graso 18:1 n-9 cis (ácido oléico),colesterol,ácido graso 18:2,ácido graso 18:3,ácido graso 20:4 n-6  (ácido araquidónico),ácido graso 20:5 (ácido eicosapentaenóico),Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,Vitamina D,Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,"folato, total","equivalentes de niacina, totales",riboflavina,tiamina,Vitamina B-12,"Vitamina B-6, Total",Vitamina C (ácido ascórbico),calcio,"hierro, total",potasio,magnesio,sodio,fósforo,ioduro,"selenio, total",zinc (cinc)
72,"Queso fresco, cabra",Lácteos,0.0,298,23.9333,19.8,50.2333,0.0,1.1,,6.2197,0.8142,15.3569,,,,,,0.060700000000000004,,,,,6.5e-05,1e-12,5e-05,5e-06,0.00026000000000000003,0.00023999999999999998,4e-05,7.8e-07,8.999999999999999e-05,1e-12,0.543,0.000398,0.09,0.088,0.48,0.818,2e-06,2.8e-06,0.002034
73,"Queso fresco, desnatado, con frutas",Lácteos,0.0,96,0.1,8.1,76.3,0.23,15.3,,1e-12,1e-12,1e-12,,,,,,0.0,,,,,2.4e-06,1e-12,0.0,5.7000000000000005e-06,0.00015,1e-12,4e-05,1.8e-07,0.0001,1e-12,0.093,0.0004,0.113,0.012,0.032,0.077,2e-06,2.8e-06,0.0005
74,"Queso fundido, extragraso (>60% MG/ES)",Lácteos,0.0,325,31.2,9.3,52.2,0.0,2.4,,10.0,0.9,19.45,,,,,,0.1,,,,,0.000216667,2.0000000000000002e-07,0.0006,3e-06,7.000000000000001e-05,0.00035,4e-05,2.5e-07,8e-05,1e-12,0.261,0.000414,0.092,0.029,0.472,0.457,3.5e-05,1.9e-05,0.000675
75,Queso gata-hurdes,Lácteos,0.0,385,33.63,21.16,41.55,0.0,1e-12,,,,,,,,,,0.1,,,,,0.000437,5e-07,0.00031,5.3e-05,0.0036,0.0011899999999999999,0.00014000000000000001,2.0000000000000002e-07,8e-05,0.0,0.45475,0.00031,0.10528,0.02513,0.6389600000000001,0.31833999999999996,,,0.00181
76,Queso gaztazarra,Lácteos,0.0,328,28.5,18.44,46.44,0.0,1e-12,,,,,,,,,,0.09,,,,,0.000374,2.5e-07,0.00062,2.0649999999999997e-05,0.0050999999999999995,0.0003,4e-05,1.5e-06,0.0001,0.0,0.60851,0.00029,0.15053999999999998,0.03121,0.64799,0.43665,,,0.00218
77,Queso,Lácteos,0.0,326,27.4,20.36,42.35,0.0,1e-12,,7.8,0.66,17.7,,,,,,0.11,,,,,0.000303,2.4e-07,0.00053,2.1e-05,7.000000000000001e-05,0.00028000000000000003,2.9999999999999997e-05,1.7e-06,7.000000000000001e-05,1e-12,0.854,0.0004,0.114,0.029,0.604897,0.49,3.6000000000000003e-06,1.6000000000000001e-06,0.0022
78,Queso grazalema,Lácteos,0.0,376,32.31,21.89,40.19,0.0,1e-12,,,,,,,,,,0.09,,,,,0.000374,2.5e-07,0.00062,2.0649999999999997e-05,0.0050999999999999995,0.0003,4e-05,1.5e-06,0.0001,0.0,0.78534,0.00031,0.09898,0.05228,0.45237,0.50129,,,0.00233
79,Queso Gruyer,Lácteos,0.0,375,31.3,23.42,35.5,0.0,0.36,,8.7,1.1,18.8,,,,,,0.12,,,,,0.000240167,2.6e-07,0.0008,5e-06,0.006,0.00019,4e-05,1.6000000000000001e-06,7.000000000000001e-05,0.0,0.88,0.0008,0.12,0.051,0.42913999999999997,0.71,2e-06,1.45e-05,0.0023
80,Queso herreño,Lácteos,0.0,367,30.25,24.08,39.23,0.0,1e-12,,,,,,,,,,0.1,,,,,0.000437,5e-07,0.00031,5.3e-05,0.0036,0.0011899999999999999,0.00014000000000000001,2.0000000000000002e-07,8e-05,0.0,0.65085,0.00034,0.11467000000000001,0.03526,0.8926900000000001,0.46969,,,0.00249
81,Queso Ibores,Lácteos,0.0,402,34.31,23.95,35.48,0.0,1e-12,,8.72,0.92,25.31,,,,,,0.09,,,,,0.00038833300000000004,2.5e-07,0.00062,2e-05,0.0001,0.0003,2.9999999999999997e-05,1.5e-06,0.0001,1e-12,0.8974099999999999,0.00095,0.11034999999999999,0.046369999999999995,0.7515299999999999,0.58084,,,0.00349
82,Queso Mahón,Lácteos,0.0,406,34.31,24.9,35.29,0.0,1e-12,,10.3,1.5,20.02,,,,,,0.09,,,,,0.00038833300000000004,2.5e-07,0.00062,2e-05,0.0001,0.0003,2.9999999999999997e-05,1.5e-06,0.0001,1e-12,0.71477,0.00041999999999999996,0.12545,0.030449999999999998,0.87601,0.50346,,,0.00309
83,Queso majorero,Lácteos,0.0,360,28.75,25.66,38.4,0.0,1e-12,,5.24,0.82,16.94,,,,,,0.08,,,,,0.00029083300000000005,2.5e-07,0.00062,5e-05,0.0001,0.0003,2.9999999999999997e-05,1.5e-06,0.0001,1e-12,0.77953,0.00035,0.1142,0.04417,0.8001900000000001,0.57455,,,0.0030499999999999998
84,Queso manchego,Lácteos,0.0,389,30.4,28.77,40.3,0.0,0.5,,9.0,0.763,18.9,0.034,0.061,0.1925,0.051,0.1384,0.0878,0.0136,0.155,0.055,,0.00036,2.8e-07,0.00062,2.13e-05,0.0046,0.0003,4e-05,1.5e-06,0.0002,0.0,0.765,0.00064,0.1,0.036,0.67,0.52,3.4e-05,1.6000000000000001e-06,0.004
85,"Queso manchego, en aceite",Lácteos,0.0,467,40.455,26.5,27.7,0.0,1e-12,,12.54,1.21,24.48,,,,,,0.09,,,,,0.00043666699999999996,2.5e-07,0.00062,2e-05,0.0001,0.0003,2.9999999999999997e-05,1.5e-06,0.0001,1e-12,0.579,0.000642,0.082,0.02,0.707,0.801,3.4e-05,1.6000000000000001e-06,0.003121
86,Queso mozzarella,Lácteos,0.0,223,16.1,19.5,64.4,0.0,0.0,,4.01,0.4,8.67,,,,,,0.078,,,,,,,,1e-05,0.00014000000000000001,0.00027,2.9999999999999997e-05,,0.0006,0.0,0.632,0.0002,0.067,0.024,0.373,0.428,,1.45e-05,
87,Queso munster,Lácteos,0.0,333,28.709,19.1,48.5,0.0,1e-12,,8.3,0.63,18.2,0.022,0.067,0.199,0.086,0.117,0.09,0.005,0.033,,,0.000165833,2.0000000000000002e-07,0.00058,1.2e-05,0.0001,0.0003,1e-05,1.5e-06,5.9999999999999995e-05,0.0,0.43,0.0004,0.131,0.021,0.93,0.35,,1.45e-05,0.0027
88,Queso para untar,Lácteos,0.0,361,32.4,15.63,47.7,0.0,2.3,,9.9,1.0,19.6,,,,,,0.09409999999999999,,,,,0.000299,2.8e-07,0.001,1.51e-05,0.004167,0.00034,2.9999999999999997e-05,2.8e-07,8e-05,0.0,0.42,0.0001,0.149,0.032299999999999995,0.925,0.754,3.85e-05,2.7e-06,0.00054
89,"Queso para untar, con finas hierbas",Lácteos,0.0,251,23.9,6.5,66.5,0.0,3.1,,6.6,0.7,14.3,,,,,,0.065,,,,,0.00016230000000000001,1.2e-06,0.00023999999999999998,2.8e-06,0.001,0.00029,5.9999999999999995e-05,6e-07,8e-05,0.0038,0.078,0.0001,0.082,0.007,0.029,0.055,4.04e-05,2.7e-06,0.0001
90,"Queso para untar, con salmón",Lácteos,0.0,258,24.3,7.3,65.3,0.0,3.1,,6.6,0.7,14.3,,,,,,0.0031,,,,,0.00016319999999999998,1.2e-06,0.00023999999999999998,2.8e-06,0.001,0.00029,5.9999999999999995e-05,6e-07,7.000000000000001e-05,0.0038,0.084,0.0001,0.089,0.007,0.032,0.059,4.04e-05,2.7e-06,0.0002
91,"Queso para untar, natural, bajo en calorías",Lácteos,0.0,142,13.0,14.2,74.1,0.0,4.2,,2.6,0.3,7.6,,,,,,0.0376,,,,,6.220000000000001e-05,1.8e-07,0.00023999999999999998,4e-06,0.0003,0.00015,1e-05,4.0000000000000003e-07,2e-05,0.0005,0.11,0.0002,0.19,0.025,0.48,0.15,2.01e-05,1.1e-06,0.0002
92,Queso parmesano,Lácteos,1e-12,367,26.5,32.3,30.5,1e-12,1e-12,,7.7,0.58,16.7,1.001,3.215,8.448,2.655,6.696,0.08,0.6364,0.1454,,,0.000368,4.6000000000000004e-07,0.0009,2e-05,0.0077,0.00033,2e-05,1.5e-06,0.0001,0.0,1.275,0.0007,0.113,0.046,0.839,0.782,2e-06,2.3899999999999998e-05,0.0053
93,Queso pasiego,Lácteos,0.0,296,26.44,14.93,56.74,0.0,1e-12,,,,,,,,,,0.1,,,,,0.00023908000000000002,2.5e-07,0.0006,1.6e-05,0.0030499999999999998,0.0003,4e-05,1.55e-06,8.999999999999999e-05,0.0,0.48564999999999997,0.00023999999999999998,0.12833,0.019289999999999998,0.49741,0.30584,,,0.0022
94,Queso pedroches,Lácteos,0.0,339,27.0,24.24,42.28,0.0,1e-12,,,,,,,,,,0.09,,,,,0.000374,2.5e-07,0.00062,2.0649999999999997e-05,0.0050999999999999995,0.0003,4e-05,1.5e-06,0.0001,0.0,0.9339400000000001,0.00145,0.12959,0.055479999999999995,0.59626,0.61288,,,0.00263
95,Queso peñamellera,Lácteos,0.0,365,30.38,23.26,40.76,0.0,1e-12,,,,,,,,,,,,,,,0.000388,2.5e-07,0.0006,2e-05,0.0001,0.0003,2.9999999999999997e-05,1.5e-06,0.0001,1e-12,0.87085,0.00029,0.12231,0.03169,0.8309,0.53625,,,0.00323
96,Queso picón,Lácteos,0.0,386,33.0,22.71,39.31,0.0,1e-12,,,,,,,,,,0.09,,,,,0.000388,2.5e-07,0.0006,2e-05,0.0001,0.0003,2.9999999999999997e-05,1.5e-06,0.0001,1e-12,0.47285000000000005,0.0005899999999999999,0.13363999999999998,0.02185,1.3511,0.48539,,,0.0034100000000000003
97,Queso porrúa,Lácteos,0.0,381,32.0,23.79,39.41,0.0,1e-12,,,,,,,,,,0.09,,,,,0.000388,2.5e-07,0.0006,2e-05,0.0001,0.0003,2.9999999999999997e-05,1.5e-06,0.0001,1e-12,0.8476,0.00033,0.14622,0.03311,0.43835,0.57838,,,0.0034
98,Queso Raclette,Lácteos,0.0,356,28.3598,25.6,42.9,0.0,1e-12,,7.9,1.5,17.4,,,,,,0.09,,,,,0.000216667,2.0000000000000002e-07,0.0005,5.1e-05,0.0001,0.0002,2e-05,1.5e-06,7.000000000000001e-05,0.0,0.55,0.0002,0.112,0.014,0.76,0.45,,,0.0023
99,"Queso rallado, genérico",Lácteos,0.0,395,32.1,26.92,36.7,0.0,1e-12,,9.3,1.73,17.12,,,,,,0.12,,,,,0.00024017,2.6e-07,0.0008,1e-05,0.0064,0.000319,1.7999999999999997e-05,2e-06,0.000128,0.0,0.881,0.00034899999999999997,0.086,0.033,0.588,0.581,2e-06,1.6000000000000001e-06,0.0040999999999999995
100,Queso roquefort,Lácteos,1e-12,354,32.8,15.4,41.6,1e-12,1e-12,,9.1,1.4,20.6,,,,,,0.1,,,,,0.000309,2.0000000000000002e-07,0.0007700000000000001,4.9e-05,0.0056,0.0007,0.0002,6e-07,0.0001,0.0,0.6,0.0005,0.6,0.025,1.522,0.445,2e-06,1.45e-05,0.002
101,Queso San Simón,Lácteos,0.0,443,37.88,26.15,30.13,0.0,1e-12,,9.63,1.22,20.58,0.849,2.998,7.971,3.434,5.677,0.09,0.439,0.16,0.02,0.009,0.00034,2.5e-07,0.00062,2e-05,0.0001,0.0003,2.9999999999999997e-05,1.5e-06,0.0001,1e-12,0.95469,0.0003,0.12329000000000001,0.03558,0.552,0.59425,2e-06,1.6000000000000001e-06,0.0033399999999999997
102,"Queso semicurado, genérico",Lácteos,0.0,390,30.4,29.0,38.0,0.0,0.5,,9.0,0.72,18.9,,,,,,0.0878,,,,,0.00036,2.8e-07,0.00062,2.13e-05,0.0067,0.0003,4e-05,1.5e-06,0.0008,0.0,0.765,0.00064,0.1,0.036,0.67,0.52,3.41e-05,1.6000000000000001e-06,0.004
103,Queso serrat,Lácteos,0.0,411,35.63,23.13,35.74,0.0,1e-12,,,,,,,,,,0.09,,,,,0.000374,2.5e-07,0.00062,2.0649999999999997e-05,0.0050999999999999995,0.0003,4e-05,1.5e-06,0.0001,0.0,0.8293400000000001,0.00017,0.1206,0.03065,0.39829000000000003,0.53491,,,0.00327
104,Queso servilleta,Lácteos,0.0,324,26.31,22.17,46.05,0.0,1e-12,,,,,,,,,,0.09,,,,,0.000374,2.5e-07,0.00062,2.0649999999999997e-05,0.0050999999999999995,0.0003,4e-05,1.5e-06,0.0001,0.0,0.76209,0.0004,0.11229,0.03301,0.63616,0.46535000000000004,,,0.00302
105,Queso Tetilla,Lácteos,0.0,374,32.19,21.62,41.46,0.0,1e-12,,10.06,1.07,21.45,0.849,2.998,7.971,3.434,5.677,0.09,0.439,0.16,0.02,0.009,0.00038833300000000004,2.5e-07,0.00062,2e-05,0.0001,0.0003,2.9999999999999997e-05,1.5e-06,0.0001,1e-12,0.80901,0.00028000000000000003,0.10203,0.03147,0.54,0.5127200000000001,2e-06,1.6000000000000001e-06,0.0033
106,"Queso tierno, genérico",Lácteos,0.0,332,25.4,26.0,47.0,0.0,1e-12,,7.28,0.73,13.68,,,,,,0.07,,,,,0.000218,1.8e-07,0.0006,2e-05,0.0052,0.0003,2e-05,1.4e-06,0.0002,0.0,0.47,0.0009,0.1,0.028,0.67,0.52,3.4e-05,1.6000000000000001e-06,0.003
107,Queso torta del casar,Lácteos,0.0,362,32.38,18.25,46.64,0.0,1e-12,,7.53,1.5,21.8,,,,,,0.09,,,,,0.00034,2.5e-07,0.00062,5e-05,0.0001,0.0003,2.9999999999999997e-05,1.5e-06,0.0001,1e-12,0.52559,0.00053,0.11222,0.03314,0.5381900000000001,0.38856,2e-06,1.6000000000000001e-06,0.00197
108,Queso tupí,Lácteos,0.0,609,59.81,19.2,19.16,0.0,1e-12,,,,,,,,,,0.09,,,,,0.000374,2.5e-07,0.00062,2.0649999999999997e-05,0.0050999999999999995,0.0003,4e-05,1.5e-06,0.0001,0.0,0.67161,0.0002,0.11732,0.0268,0.42102999999999996,0.42136,,,0.00268
109,Queso Zamorano,Lácteos,0.0,484,42.19,26.78,24.8,0.0,1e-12,,9.0,0.54,25.85,,,,,,0.09,,,,,0.00038833300000000004,2.5e-07,0.00062,2e-05,0.0001,0.0003,2.9999999999999997e-05,1.5e-06,0.0001,1e-12,0.99952,0.00106,0.11583,0.049229999999999996,0.8684,0.64036,,,0.0033900000000000002
110,Requesón,Lácteos,0.0,102,4.3,12.31,80.1,0.0,3.3,,1.16,0.14,2.045,,,,,,0.013,,,,,2.23e-05,3e-08,7.000000000000001e-05,2.7e-05,0.002917,0.00025,2.9e-05,7.8e-07,8e-05,0.0,0.095,0.0003,0.088,0.009,0.23,0.15,2e-06,4e-06,0.0006
111,Yogur griego,Lácteos,0.0,139,10.2,6.4,78.0,0.0,5.4,0.015,2.46,0.28,6.8,0.1228,0.35,0.9062,0.3726,0.5722,0.011,0.009,0.03,0.015,0.01,0.000121,5.0000000000000004e-08,0.00038,6e-06,0.0016,0.00035999999999999997,2.9999999999999997e-05,2.0000000000000002e-07,5e-05,1e-12,0.15,0.0003,0.15,0.012,0.071,0.13,4e-06,2e-06,0.0005
112,"Yogur líquido, ""tipo actimel""",Lácteos,0.0,63,3.4,3.6,87.5,1e-12,4.4,,0.9,0.1,2.2,,,,,,0.003,,,,,3.3e-05,2.0000000000000002e-07,0.0003,5e-06,0.00041999999999999996,0.00017999999999999998,4e-05,3e-07,0.0001,0.001,0.146,0.0001,0.183,0.012,0.055,0.103,4e-06,1e-06,0.0004
113,"Yogur líquido, aromatizado sabor s/e",Lácteos,0.0,76,1.376,2.9,81.5,0.0,12.8,,0.4,1e-12,0.9,,,,,,1e-12,,,,,1e-12,1e-12,1e-12,5e-06,8.999999999999999e-05,0.00016,2.9999999999999997e-05,2.0000000000000002e-07,5e-05,0.0,0.107,0.0001,0.135,0.011,0.045,0.081,4e-06,1e-06,0.0003
114,"Yogur líquido, con frutas s/e",Lácteos,0.0,88,1.534,2.8,80.9,0.0,14.3,,0.45,1e-12,1.0,,,,,,1e-12,,,,,1.65e-05,1.0000000000000001e-07,1e-12,4e-06,8.999999999999999e-05,0.00014000000000000001,2.9999999999999997e-05,3e-07,7.000000000000001e-05,1e-12,0.11,0.0001,0.139,0.012,0.041,0.086,4e-06,1e-06,0.00028000000000000003
115,"Yogur líquido, entero, con cereales",Lácteos,0.0,114,2.0,2.9,74.3,0.0,20.8,,0.4,1e-12,0.9,,,,,,1e-12,,,,,1.65e-05,1.0000000000000001e-07,1e-12,5e-06,0.00041999999999999996,0.00014000000000000001,2.9999999999999997e-05,3e-07,7.000000000000001e-05,0.0,0.11,0.00011999999999999999,0.142,0.013,0.041,0.088,4e-06,1e-06,0.00033
116,"Yogur líquido, natural, azucarado",Lácteos,0.0,70,1.164,3.0,82.2,0.0,11.6,,0.3,1e-12,0.8,,,,,,1e-12,,,,,1.74e-05,1.2e-07,1e-12,5e-06,8.999999999999999e-05,0.00015,2.9999999999999997e-05,3e-07,7.000000000000001e-05,0.0,0.0948,4.2000000000000004e-05,0.1065,0.0086,0.030699999999999998,0.09,4e-06,1e-06,0.000299
117,"Yogur, búlgaro",Lácteos,0.0,74,3.4,5.0,85.8,0.0,5.8,,0.7,1e-12,2.2,,,,,,0.011,,,,,3.39e-05,1e-06,1e-12,6e-06,0.0008,0.00017999999999999998,2.9999999999999997e-05,4.0000000000000003e-07,5e-05,0.001,0.11,1e-12,0.16,0.011,0.044,0.09,1.7e-05,2.8999999999999998e-06,0.0004
118,"Yogur, desnatado, aromatizado sabor s/e",Lácteos,0.0,64,1.6,5.3,86.1,0.0,7.0,,0.43,1e-12,1.0,,,,,,0.006,,,,,1.6e-05,1e-08,4e-05,1.1e-05,0.000115,0.00020999999999999998,4e-05,5.6e-07,8.5e-05,0.0008,0.183,8e-05,0.234,0.017,0.07,0.144,5e-06,3.2999999999999997e-06,0.0008900000000000001
119,"Yogur, desnatado, con cereales",Lácteos,0.0,51,0.1,4.2,87.5,0.0,8.2,,1e-12,1e-12,1e-12,,,,,,0.0016,,,,,0.000134,1e-12,1e-12,2.6e-05,0.001,0.00019,4e-05,4.0000000000000003e-07,0.00037,0.0013,0.145,1e-12,0.222,0.013699999999999999,0.06459999999999999,0.1015,2.0600000000000003e-05,2.8999999999999998e-06,0.0005
120,"Yogur, desnatado, con cereales, manzana y ciruela",Lácteos,0.0,71,0.2,3.8,81.8,1.1,13.1,,0.1,0.0,0.1,,,,,,0.0003,,,,,1.07e-05,1e-12,0.0,1.6e-05,0.00043,0.00019,2.9999999999999997e-05,4.0000000000000003e-07,0.00041999999999999996,1e-12,0.105,0.000155,0.1171,0.009800000000000001,0.0352,0.095,1.4400000000000001e-05,1e-06,0.00034100000000000005
121,"Yogur, desnatado, con cereza y frambuesa",Lácteos,0.0,40,0.1333,3.965,84.4,1.1667,5.65,,0.063,1e-12,0.063,,,,,,0.0003,,,,,4e-06,1e-12,0.0,3.9767e-06,0.00010499999999999999,0.00017669999999999999,2.5e-05,2.533e-07,0.00046,0.0025,0.123043,0.0001467,0.1525,0.019260000000000003,0.048,0.0965,1.4400000000000001e-05,1e-06,0.0003133
122,"Yogur, desnatado, con ciruela, albaricoque y fibra",Lácteos,0.0,58,0.1,4.1,85.9,1.3,9.9,,1e-12,1e-12,1e-12,,,,,,0.0012,,,,,0.00016,1e-06,0.0024,3.7999999999999996e-06,0.0008,0.00016,2.9999999999999997e-05,3e-07,5e-05,0.0014,0.1114,0.000221,0.1262,0.0115,0.0446,,1.6800000000000002e-05,2.4e-06,0.00034
123,"Yogur, desnatado, con fresa, grosella y fibra",Lácteos,0.0,58,0.1,4.1,85.9,1.3,9.9,,1e-12,1e-12,1e-12,,,,,,0.0012,,,,,0.00016,1e-06,0.0024,3.7999999999999996e-06,0.0008,0.00016,2.9999999999999997e-05,3e-07,5e-05,0.0014,0.11059999999999999,0.00017199999999999998,0.12990000000000002,0.011800000000000001,0.046,0.07909999999999999,1.6800000000000002e-05,2.4e-06,0.000354
124,"Yogur, desnatado, con frutas",Lácteos,0.0,71,0.2003,3.83,81.8,1.1,13.1,,0.1,0.0,0.1,,,,,,0.0003,,,,,1.067e-05,1e-12,0.0,1.6e-05,0.00043,0.00019,2.9999999999999997e-05,4.0000000000000003e-07,0.00041999999999999996,1e-12,0.11213,0.00016,0.21,0.01278,0.064,0.095,1.435e-05,1e-06,0.00033
125,"Yogur, desnatado, con frutas del bosque",Lácteos,0.0,40,0.1333,3.965,84.8,1.1667,5.65,,0.063,1e-12,0.063,,,,,,0.0003,,,,,4e-06,1e-12,0.0,3.9767e-06,0.00010499999999999999,0.00017669999999999999,2.5e-05,2.533e-07,0.00046,0.0025,0.123043,0.0001467,0.1525,0.012960000000000001,0.048,0.0965,1.4400000000000001e-05,,0.0003133
126,"Yogur, desnatado, con frutas tropicales",Lácteos,0.0,40,0.1333,3.965,84.8,1.1667,5.65,,0.063,1e-12,0.063,,,,,,0.0003,,,,,4e-06,1e-12,0.0,3.9767e-06,0.00010499999999999999,0.00017669999999999999,2.5e-05,2.533e-07,0.00046,0.0025,0.123043,0.0001467,0.1525,0.012960000000000001,0.048,0.0965,1.4400000000000001e-05,,0.0003133
127,"Yogur, desnatado, con manzana",Lácteos,0.0,40,0.1333,3.965,84.4,1.1667,5.65,,0.063,1e-12,0.063,,,,,,0.0003,,,,,1.335e-05,1e-12,0.0,3.9767e-06,0.00010499999999999999,0.00017669999999999999,2.5e-05,2.533e-07,0.00046,0.0025,0.123043,0.0001467,0.1525,0.012960000000000001,0.048,0.0965,1.4400000000000001e-05,,0.0003133
128,"Yogur, desnatado, con melocotón y maracuyá",Lácteos,0.0,40,0.1333,3.965,84.8,1.1667,5.65,,0.063,1e-12,0.063,,,,,,0.0003,,,,,1.335e-05,1e-12,0.0,3.9767e-06,0.00010499999999999999,0.00017669999999999999,2.5e-05,2.533e-07,0.00046,0.0025,0.123043,0.0001467,0.1525,0.012960000000000001,0.048,0.0965,1.4400000000000001e-05,,0.0003133
129,"Yogur, desnatado, con melocotón, frambuesa y fibra",Lácteos,0.0,58,0.1,4.1,85.9,0.0013,9.9,,1e-12,1e-12,1e-12,,,,,,0.0012,,,,,0.00016,1e-06,0.0024,3.7999999999999996e-06,0.0008,0.00016,2.9999999999999997e-05,3e-07,5e-05,0.0014,0.1102,0.00014399999999999998,0.1188,0.0103,0.0434,0.07909999999999999,1.6800000000000002e-05,2.4e-06,0.000347
130,"Yogur, desnatado, con piña y pomelo",Lácteos,0.0,40,0.1333,3.965,84.8,1.1667,5.65,,0.063,1e-12,0.063,,,,,,0.0003,,,,,4e-06,1e-12,0.0,3.9767e-06,0.00010499999999999999,0.00017669999999999999,2.5e-05,2.533e-07,0.00046,0.0025,0.112,0.0001467,0.1525,0.012960000000000001,0.048,0.0965,1.4400000000000001e-05,,0.0003133
131,"Yogur",Lácteos,0.0,46,0.32,4.3,89.1,0.0,6.3,,0.15,0.0,0.11,,,,,,0.001,,,,,8.000000000000001e-07,0.0,1e-12,4.7e-06,0.0012,0.00019,4e-05,4.0000000000000003e-07,8e-05,0.0016,0.14,8.999999999999999e-05,0.187,0.013699999999999999,0.057,0.109,5.3e-06,1e-06,0.00044
132,"Yogur, desnatado, sabor natural, azucarado",Lácteos,0.0,77,0.3,4.5,81.4,0.0,13.8,,0.1,0.0,0.11,,,,,,0.001,,,,,8.000000000000001e-07,1e-12,2.9999999999999997e-05,5e-06,0.00086,0.00019,4e-05,3e-07,0.0001,0.004,0.149,0.0001,0.191,0.017,0.066,0.123,5e-06,1e-06,0.0004
133,"Yogur, desnatado, sabor vainilla",Lácteos,0.0,107,1.8,5.3,75.8,0.0,17.1,,0.31,1e-12,0.73,,,,,,0.005900000000000001,,,,,8.000000000000001e-07,0.0,1e-05,1.0880000000000001e-05,0.0009,0.00023,5e-05,2.6e-07,5e-05,0.0012,0.12190000000000001,5.4e-05,0.1466,0.0109,0.0444,0.13219999999999998,1.6e-05,2.8e-06,0.000384
134,"Yogur, enriquecido, con frutas",Lácteos,0.0,122,2.9,2.6,73.3,0.16,21.0,,0.5,1e-12,1.9,,,,,,0.0112,,,,,2.46e-05,1.5e-07,0.0001,6e-06,0.001,0.00013000000000000002,4e-05,2.0000000000000002e-07,5.9999999999999995e-05,0.0018,0.098,0.00016,0.137,0.011,0.033,0.074,2.1e-05,3.2000000000000003e-06,0.00026000000000000003
135,"Yogur, enriquecido, natural",Lácteos,0.0,64,3.9,3.2,89.0,0.0,3.9,,0.7,1e-12,2.2,0.169,0.517,1.344,0.386,0.797,0.0112,0.022,0.018,,,3.21e-05,2.0000000000000002e-07,1e-12,5e-06,0.001,0.00016,4e-05,3e-07,8e-05,0.0011,0.131,0.0001,0.158,0.012,0.043,0.095,2.1e-05,3.2000000000000003e-06,0.00032
136,"Yogur, enriquecido, natural, azucarado",Lácteos,0.0,100,3.6,3.1,79.8,0.0,13.5,,0.5,1e-12,1.9,,,,,,0.0112,,,,,2.8800000000000002e-05,1.17e-06,0.0001,5e-06,0.001,0.00016,4e-05,3e-07,8e-05,0.0011,0.122,0.0001,0.155,0.013,0.043,0.092,2.1e-05,3.2000000000000003e-06,0.00033
137,"Yogur, enriquecido, natural, con nata",Lácteos,0.0,66,3.8,3.1,88.2,0.0,4.9,,0.7,1e-12,2.2,,,,,,0.0112,,,,,3.14e-05,1.0000000000000001e-07,,4e-06,0.001,0.00017999999999999998,4e-05,4.0000000000000003e-07,5.9999999999999995e-05,0.0011,0.12,1e-12,0.14,0.013300000000000001,0.054,0.1,2.1e-05,3.2000000000000003e-06,0.0005
138,"Yogur, enriquecido, sabor, s/e",Lácteos,0.0,198,3.6,3.7,55.7,0.0,37.0,,0.88,0.07,2.3,,,,,,0.02,,,,,2.8800000000000002e-05,1.7000000000000001e-07,1e-12,5e-06,0.001,0.00016,4e-05,3e-07,8e-05,0.0011,0.122,0.0001,0.154,0.013,0.043,0.092,2.1e-05,3.2000000000000003e-06,0.00032
139,"Yogur, entero, con cereales y fresas",Lácteos,0.0,92,3.3,3.5,80.7,0.5,11.8,,0.9,0.1,2.1,,,,,,0.013,,,,,2.8100000000000002e-05,9.3e-08,8.400000000000001e-05,2.3e-05,0.000124,0.000163,3.5999999999999994e-05,1.5e-07,4.2000000000000004e-05,0.0001,0.0989,0.000361,0.1381,0.013900000000000001,0.0528,0.095,2.43e-05,1.3e-06,0.000415
140,"Yogur, entero, con fresas",Lácteos,0.0,121,2.5,2.7,73.0,0.4,21.4,,0.8,0.1,1.6,,,,,,0.0066,,,,,2.72e-05,0.0,0.0001,3e-06,0.0001,0.0002,2e-05,1.4e-07,2.9999999999999997e-05,0.0050999999999999995,0.1071,4.8e-05,0.1173,0.009300000000000001,0.038799999999999994,0.075,6e-06,3e-07,0.000322
141,"Yogur, entero, con frutas del bosque",Lácteos,0.0,90,3.2,3.3,80.6,0.5,11.9,,0.9,0.1,2.1,,,,,,0.013,,,,,2.72e-05,9.2e-08,8.2e-05,2.3e-05,0.000124,0.000163,3.5999999999999994e-05,1.5e-07,4.2000000000000004e-05,0.0,0.1009,0.00034599999999999995,0.12090000000000001,0.0101,0.0356,0.088,2.43e-05,1.3e-06,0.000319
